osm_id,ort,plz,bundesland
62699,Solingen,42719,Nordrhein-Westfalen
2179220,Solkwitz,07381,Thüringen
1156130,Sollerup,24852,Schleswig-Holstein
6683583,Söllingen,38387,Niedersachsen
2400613,Sollstedt,99759,Thüringen
1415323,Sollwitt,25884,Schleswig-Holstein
215980,Solms,35606,Hessen
1015145,Solnhofen,91807,Bayern
1809016,Soltau,29614,Niedersachsen
1460229,Soltendieck,29594,Niedersachsen
283686,Sommerach,97334,Bayern
1256954,Sommerau,54317,Rheinland-Pfalz
2410104,Sömmerda,99610,Thüringen
2410104,Sömmerda,99625,Thüringen
163736,Sommerhausen,97286,Bayern
534000,Sommerkahl,63825,Bayern
447196,Sommerland,25358,Schleswig-Holstein
1244209,Sommerloch,55595,Rheinland-Pfalz
1286637,Sommersdorf,39365,Sachsen-Anhalt
1427225,Sommersdorf,17111,Mecklenburg-Vorpommern
162637,Sonderhofen,97255,Bayern
2389105,Sondershausen,99706,Thüringen
386921,Sondheim v.d.Rhön,97647,Bayern
1273177,Sonneberg,96515,Thüringen
2818248,Sonneborn,99869,Thüringen
1416729,Sönnebüll,25821,Schleswig-Holstein
956867,Sonnefeld,96242,Bayern
958095,Sonnen,94164,Bayern
1310086,Sonnenberg,16775,Brandenburg
1244317,Sonnenberg-Winnenberg,55767,Rheinland-Pfalz
2772602,Sonnenbühl,72820,Baden-Württemberg
2807326,Sonnenstein,37345,Thüringen
1322956,Sonnewalde,03249,Brandenburg
1245118,Sonnschied,55758,Rheinland-Pfalz
58616,Sonsbeck,47665,Nordrhein-Westfalen
958230,Sontheim,87776,Bayern
2791734,Sontheim an der Brenz,89567,Baden-Württemberg
156999,Sonthofen,87527,Bayern
549429,Sontra,36205,Hessen
548606,Sophienhamm,24806,Schleswig-Holstein
548519,Sören,24241,Schleswig-Holstein
1245310,Sörgenloch,55270,Rheinland-Pfalz
418873,Sörth,57636,Rheinland-Pfalz
1149246,Sörup,24966,Schleswig-Holstein
1269740,Sosberg,56858,Rheinland-Pfalz
965603,Sottrum,27367,Niedersachsen
2186941,Soyen,83564,Bayern
1244222,Spabrücken,55595,Rheinland-Pfalz
2007859,Spahnharrenstätte,49751,Niedersachsen
1231960,Spaichingen,78549,Baden-Württemberg
1244225,Spall,55595,Rheinland-Pfalz
158420,Spalt,91174,Bayern
1162785,Spangdahlem,54529,Rheinland-Pfalz
452202,Spangenberg,34286,Hessen
1432555,Spantekow,17391,Mecklenburg-Vorpommern
1432555,Spantekow,17392,Mecklenburg-Vorpommern
1016506,Spardorf,91080,Bayern
1021687,Sparneck,95234,Bayern
939383,Spatzenhausen,82418,Bayern
939383,Spatzenhausen,82447,Bayern
544550,Spay,56322,Rheinland-Pfalz
453367,Spechbach,74937,Baden-Württemberg
1162788,Speicher,54662,Rheinland-Pfalz
1071011,Speichersdorf,95469,Bayern
1059439,Speinshart,92676,Bayern
1817105,Spelle,48480,Niedersachsen
147440,Spenge,32139,Nordrhein-Westfalen
1204725,Spesenroth,56288,Rheinland-Pfalz
1050572,Spessart,56746,Rheinland-Pfalz
62352,Speyer,67346,Rheinland-Pfalz
958967,Spiegelau,94518,Bayern
400922,Spiegelberg,71579,Baden-Württemberg
1187507,Spiekeroog,26474,Niedersachsen
1187144,Spiesen-Elversberg,66583,Saarland
1248411,Spiesheim,55288,Rheinland-Pfalz
1251069,Spirkelbach,76848,Rheinland-Pfalz
372337,Splietsdorf,18513,Mecklenburg-Vorpommern
1244218,Sponheim,55595,Rheinland-Pfalz
1419842,Sponholz,17039,Mecklenburg-Vorpommern
449917,Spornitz,19372,Mecklenburg-Vorpommern
915420,Spraitbach,73565,Baden-Württemberg
915420,Spraitbach,73568,Baden-Württemberg
915420,Spraitbach,73577,Baden-Württemberg
1416964,Sprakebüll,25917,Schleswig-Holstein
1392733,Sprakensehl,29365,Niedersachsen
1384810,Spreenhagen,15528,Brandenburg
1309580,Spreetal - Sprjewiny Doł,02979,Sachsen
1388874,Spreewaldheide,15913,Brandenburg
1322562,Spremberg,03130,Brandenburg
1239649,Sprendlingen,55576,Rheinland-Pfalz
396873,Springe,31832,Niedersachsen
162829,Sprockhövel,45549,Nordrhein-Westfalen
2411281,Sprötau,99610,Thüringen
394346,Stäbelow,18198,Mecklenburg-Vorpommern
444799,Stade,21680,Niedersachsen
444799,Stade,21682,Niedersachsen
444799,Stade,21683,Niedersachsen
444799,Stade,21684,Niedersachsen
1239662,Stadecken-Elsheim,55271,Rheinland-Pfalz
1077533,Stadelhofen,96187,Bayern
548644,Stadland,26935,Niedersachsen
548644,Stadland,26936,Niedersachsen
548644,Stadland,26937,Niedersachsen
961855,Stadlern,92549,Bayern
225496,Stadtallendorf,35260,Hessen
406928,Stadtbergen,86391,Bayern
1176598,Stadthagen,31655,Niedersachsen
1177164,Stadtilm,99326,Thüringen
1075992,Stadtkyll,54589,Rheinland-Pfalz
318749,Stadtlauringen,97488,Bayern
2900141,Stadtlengsfeld,36404,Thüringen
2900141,Stadtlengsfeld,36457,Thüringen
162876,Stadtlohn,48703,Nordrhein-Westfalen
1184616,Stadtoldendorf,37627,Niedersachsen
394510,Stadtprozelten,97909,Bayern
2778420,Stadtroda,07646,Thüringen
1022770,Stadtsteinach,95346,Bayern
1416963,Stadum,25917,Schleswig-Holstein
1461191,Staffhorst,27254,Niedersachsen
548585,Stafstedt,24816,Schleswig-Holstein
1253987,Stahlberg,67808,Rheinland-Pfalz
453851,Stahlhofen,56412,Rheinland-Pfalz
535019,Stahlhofen am Wiesensee,56459,Rheinland-Pfalz
446688,Stahnsdorf,14532,Brandenburg
2800661,Staig,89195,Baden-Württemberg
176738,Stakendorf,24217,Schleswig-Holstein
959648,Stallwang,94375,Bayern
1021712,Stammbach,95236,Bayern
942039,Stammham,84533,Bayern
943538,Stammham,85092,Bayern
943538,Stammham,85134,Bayern
961931,Stamsried,93491,Bayern
2179221,Stanau,07806,Thüringen
1254397,Standenbühl,67816,Rheinland-Pfalz
1145089,Stangheck,24395,Schleswig-Holstein
8111540,Stapel,25879,Schleswig-Holstein
454246,Stapelfeld,22145,Schleswig-Holstein
2778489,Starkenberg,04617,Thüringen
1261709,Starkenburg,56843,Rheinland-Pfalz
932485,Starnberg,82319,Bayern
2778913,Starzach,72181,Baden-Württemberg
82601,Staßfurt,39418,Sachsen-Anhalt
82601,Staßfurt,39443,Sachsen-Anhalt
82601,Staßfurt,39446,Sachsen-Anhalt
549806,Stauchitz,01594,Sachsen
941731,Staudach-Egerndach,83224,Bayern
1244155,Staudernheim,55568,Rheinland-Pfalz
535134,Staudt,56424,Rheinland-Pfalz
418610,Staufenberg,35460,Hessen
1460890,Staufenberg,34355,Niedersachsen
93594,Staufen im Breisgau,79219,Baden-Württemberg
1419836,Staven,17039,Mecklenburg-Vorpommern
1427696,Stavenhagen,17153,Mecklenburg-Vorpommern
1748602,Stavern,49777,Niedersachsen
1226183,St. Blasien,79837,Baden-Württemberg
444328,Stebach,56276,Rheinland-Pfalz
1310089,Stechlin,16775,Brandenburg
1334493,Stechow-Ferchesar,14715,Brandenburg
1416965,Stedesand,25920,Schleswig-Holstein
2012458,Stedesdorf,26427,Niedersachsen
556139,Steenfeld,25557,Schleswig-Holstein
1076002,Steffeln,54597,Rheinland-Pfalz
225486,Steffenberg,35239,Hessen
394326,Steffenshagen,18209,Mecklenburg-Vorpommern
1077557,Stegaurach,96135,Bayern
74462,Stegen,79252,Baden-Württemberg
417026,St. Egidien,09356,Sachsen
2396127,Steigra,06268,Sachsen-Anhalt
1183251,Steimbke,31634,Niedersachsen
445738,Steimel,57614,Rheinland-Pfalz
288258,Stein,24235,Schleswig-Holstein
1016405,Stein,90547,Bayern
1307650,Steina,01920,Sachsen
453014,Steinach,77790,Baden-Württemberg
959659,Steinach,94377,Bayern
1273180,Steinach,96523,Thüringen
1084418,Steinalben,66851,Rheinland-Pfalz
1526889,Steinau,21775,Niedersachsen
535938,Steinau an der Straße,36396,Hessen
417371,Steinbach,61449,Hessen
1241474,Steinbach,56291,Rheinland-Pfalz
2813805,Steinbach,37308,Thüringen
1267644,Steinbach am Donnersberg,67808,Rheinland-Pfalz
1246488,Steinbach am Glan,66909,Rheinland-Pfalz
1021755,Steinbach am Wald,96361,Bayern
2818530,Steinbach-Hallenberg,98587,Thüringen
444396,Steinberg,08237,Sachsen
1145087,Steinberg,24972,Schleswig-Holstein
962124,Steinberg am See,92449,Bayern
2799876,Steinbergkirche,24972,Schleswig-Holstein
1248630,Stein-Bockenheim,55599,Rheinland-Pfalz
1140559,Steinborn,54655,Rheinland-Pfalz
455447,Steinburg,22964,Schleswig-Holstein
396002,Steindorf,82297,Bayern
453176,Steinebach an der Wied,57629,Rheinland-Pfalz
421918,Steinebach/Sieg,57520,Rheinland-Pfalz
1085796,Steineberg,54552,Rheinland-Pfalz
534489,Steinefrenz,56414,Rheinland-Pfalz
533596,Steinen,56244,Rheinland-Pfalz
1130275,Steinen,79585,Baden-Württemberg
856189,Steinenbronn,71144,Baden-Württemberg
421922,Steineroth,57518,Rheinland-Pfalz
349415,Steinfeld,97854,Bayern
1149242,Steinfeld,24888,Schleswig-Holstein
1252833,Steinfeld,76889,Rheinland-Pfalz
1398853,Steinfeld,49439,Niedersachsen
155787,Steinfurt,48565,Nordrhein-Westfalen
936773,Steingaden,86989,Bayern
138730,Steinhagen,33803,Nordrhein-Westfalen
374143,Steinhagen,18442,Mecklenburg-Vorpommern
1959690,Steinhagen,18246,Mecklenburg-Vorpommern
2801249,Steinhausen an der Rottum,88416,Baden-Württemberg
110471,Steinheim,32839,Nordrhein-Westfalen
2791804,Steinheim am Albuch,73566,Baden-Württemberg
2791804,Steinheim am Albuch,89555,Baden-Württemberg
405287,Steinheim an der Murr,71711,Baden-Württemberg
2396184,Steinheuterode,37318,Thüringen
1384806,Steinhöfel,15518,Brandenburg
929926,Steinhöring,85643,Bayern
1392623,Steinhorst,29367,Niedersachsen
1463290,Steinhorst,23847,Schleswig-Holstein
1307626,Steinigtwolmsdorf,01904,Sachsen
1085797,Steiningen,54552,Rheinland-Pfalz
444924,Steinkirchen,21720,Niedersachsen
934764,Steinkirchen,84439,Bayern
907221,Steinmauern,76479,Baden-Württemberg
533264,Stein-Neukirch,56479,Rheinland-Pfalz
1389400,Steinreich,15938,Brandenburg
537205,Steinsberg,56379,Rheinland-Pfalz
534079,Steinsfeld,91628,Bayern
1250499,Steinweiler,76872,Rheinland-Pfalz
1253803,Steinwenden,66879,Rheinland-Pfalz
1021748,Steinwiesen,96349,Bayern
453177,Stein-Wingert,57629,Rheinland-Pfalz
1236171,Steißlingen,78256,Baden-Württemberg
252884,Stelle,21435,Niedersachsen
415686,Stelle-Wittenwurth,25795,Schleswig-Holstein
191521,Stelzenberg,67705,Rheinland-Pfalz
357987,Stemmen,27389,Niedersachsen
1675746,Stemshorn,49448,Niedersachsen
145304,Stemwede,32351,Nordrhein-Westfalen
1284750,Stendal,39576,Sachsen-Anhalt
3768777,Stepenitztal,23936,Mecklenburg-Vorpommern
2826950,Stepfershausen,98617,Thüringen
2186942,Stephanskirchen,83071,Bayern
959823,Stephansposching,94569,Bayern
1476158,Sterley,23883,Schleswig-Holstein
449942,Sternberg,19406,Mecklenburg-Vorpommern
119785,Sternenfels,75447,Baden-Württemberg
1145096,Sterup,24996,Schleswig-Holstein
957140,Stetten,87778,Bayern
1254064,Stetten,67294,Rheinland-Pfalz
2784015,Stetten,88719,Baden-Württemberg
2851522,Stetten am kalten Markt,72510,Baden-Württemberg
388842,Stettfeld,96188,Bayern
222354,Steyerberg,31595,Niedersachsen
2778417,St. Gangloff,07629,Thüringen
1242296,St. Georgen im Schwarzwald,78112,Baden-Württemberg
959864,Stiefenhofen,88167,Bayern
390789,Stimpfach,74597,Baden-Württemberg
1180884,Stinstedt,21772,Niedersachsen
442917,Stipsdorf,23795,Schleswig-Holstein
1245102,Stipshausen,55758,Rheinland-Pfalz
2773184,St. Johann,72813,Baden-Württemberg
453402,St. Leon-Rot,68789,Baden-Württemberg
308238,St. Märgen,79274,Baden-Württemberg
1236173,Stockach,78333,Baden-Württemberg
382447,Stockelsdorf,23617,Schleswig-Holstein
1152708,Stockem,54646,Rheinland-Pfalz
451717,Stockhausen-Illfurth,56472,Rheinland-Pfalz
386932,Stockheim,97640,Bayern
1021761,Stockheim,96342,Bayern
1183245,Stöckse,31638,Niedersachsen
405626,Stocksee,24326,Schleswig-Holstein
443926,Stockstadt,64589,Hessen
534354,Stockstadt am Main,63811,Bayern
535020,Stockum-Püschen,56459,Rheinland-Pfalz
915560,Stödtlen,73495,Baden-Württemberg
1460246,Stoetze,29597,Niedersachsen
157996,Stolberg,52222,Nordrhein-Westfalen
157996,Stolberg,52223,Nordrhein-Westfalen
157996,Stolberg,52224,Nordrhein-Westfalen
1149335,Stolk,24890,Schleswig-Holstein
536019,Stollberg/Erzgebirge,09366,Sachsen
310416,Stolpe,24601,Schleswig-Holstein
449895,Stolpe,19372,Mecklenburg-Vorpommern
1432534,Stolpe an der Peene,17391,Mecklenburg-Vorpommern
1433098,Stolpe auf Usedom,17406,Mecklenburg-Vorpommern
534528,Stolpen,01833,Sachsen
1145352,Stoltebüll,24409,Schleswig-Holstein
189482,Stoltenberg,24256,Schleswig-Holstein
1183244,Stolzenau,31592,Niedersachsen
1302370,Storbeck-Frankendorf,16818,Brandenburg
448713,Stördorf,25554,Schleswig-Holstein
450220,Störkathen,25548,Schleswig-Holstein
1384845,Storkow (Mark),15859,Brandenburg
1059458,Störnstein,92721,Bayern
2404087,Stößen,06667,Sachsen-Anhalt
448120,Stötten a.Auerberg,87675,Bayern
447639,Stöttwang,87677,Bayern
168000,Straelen,47638,Nordrhein-Westfalen
387467,Strahlungen,97618,Bayern
1451547,Stralendorf,19073,Mecklenburg-Vorpommern
26225,Stralsund,18435,Mecklenburg-Vorpommern
26225,Stralsund,18437,Mecklenburg-Vorpommern
26225,Stralsund,18439,Mecklenburg-Vorpommern
554638,Strande,24229,Schleswig-Holstein
1410799,Strasburg (Uckermark),17335,Mecklenburg-Vorpommern
2797574,Straßberg,72479,Baden-Württemberg
444708,Straßenhaus,56587,Rheinland-Pfalz
959666,Straßkirchen,94342,Bayern
929726,Straßlach-Dingharting,82064,Bayern
57975,Straubenhardt,75334,Baden-Württemberg
62636,Straubing,94315,Bayern
1270362,Straufhain,98646,Thüringen
1388879,Straupitz,15913,Brandenburg
1332939,Strausberg,15344,Brandenburg
2411249,Straußfurt,99634,Thüringen
551074,Strehla,01616,Sachsen
453178,Streithausen,57629,Rheinland-Pfalz
1113757,Strickscheid,54597,Rheinland-Pfalz
411425,Striegistal,09661,Sachsen
1451595,Strohkirchen,19230,Mecklenburg-Vorpommern
1085803,Strohn,54558,Rheinland-Pfalz
1243984,Stromberg,55442,Rheinland-Pfalz
1085798,Strotzbüsch,54552,Rheinland-Pfalz
447963,Strübbel,25792,Schleswig-Holstein
1415599,Struckum,25821,Schleswig-Holstein
442916,Strukdorf,23815,Schleswig-Holstein
1077562,Strullendorf,96129,Bayern
534524,Struppen,01796,Sachsen
540472,Strüth,56357,Rheinland-Pfalz
422749,Struvenhütten,24643,Schleswig-Holstein
1149343,Struxdorf,24891,Schleswig-Holstein
1463292,Stubben,23847,Schleswig-Holstein
393344,Stubbendorf,18195,Mecklenburg-Vorpommern
957060,Stubenberg,94166,Bayern
1302361,Stüdenitz-Schönermark,16845,Brandenburg
1424158,Stuer,17209,Mecklenburg-Vorpommern
2785268,Stühlingen,79780,Baden-Württemberg
20681,Stuhr,28816,Niedersachsen
962183,Stulln,92551,Bayern
416403,Stürzelbach,57614,Rheinland-Pfalz
659821,Stutensee,76297,Baden-Württemberg
2793104,Stuttgart,70173,Baden-Württemberg
2793104,Stuttgart,70174,Baden-Württemberg
2793104,Stuttgart,70176,Baden-Württemberg
2793104,Stuttgart,70178,Baden-Württemberg
2793104,Stuttgart,70180,Baden-Württemberg
2793104,Stuttgart,70182,Baden-Württemberg
2793104,Stuttgart,70184,Baden-Württemberg
2793104,Stuttgart,70186,Baden-Württemberg
2793104,Stuttgart,70188,Baden-Württemberg
2793104,Stuttgart,70190,Baden-Württemberg
2793104,Stuttgart,70191,Baden-Württemberg
2793104,Stuttgart,70192,Baden-Württemberg
2793104,Stuttgart,70193,Baden-Württemberg
2793104,Stuttgart,70195,Baden-Württemberg
2793104,Stuttgart,70197,Baden-Württemberg
2793104,Stuttgart,70199,Baden-Württemberg
2793104,Stuttgart,70327,Baden-Württemberg
2793104,Stuttgart,70329,Baden-Württemberg
2793104,Stuttgart,70372,Baden-Württemberg
2793104,Stuttgart,70374,Baden-Württemberg
2793104,Stuttgart,70376,Baden-Württemberg
2793104,Stuttgart,70378,Baden-Württemberg
2793104,Stuttgart,70435,Baden-Württemberg
2793104,Stuttgart,70437,Baden-Württemberg
2793104,Stuttgart,70439,Baden-Württemberg
2793104,Stuttgart,70469,Baden-Württemberg
2793104,Stuttgart,70499,Baden-Württemberg
2793104,Stuttgart,70563,Baden-Württemberg
2793104,Stuttgart,70565,Baden-Württemberg
2793104,Stuttgart,70567,Baden-Württemberg
2793104,Stuttgart,70569,Baden-Württemberg
2793104,Stuttgart,70597,Baden-Württemberg
2793104,Stuttgart,70599,Baden-Württemberg
2793104,Stuttgart,70619,Baden-Württemberg
2793104,Stuttgart,70629,Baden-Württemberg
418999,Stützengrün,08328,Sachsen
165445,Stützerbach,98714,Thüringen
422848,Stuvenborn,24641,Schleswig-Holstein
449893,Suckow,19376,Mecklenburg-Vorpommern
898634,Südbrookmerland,26624,Niedersachsen
898634,Südbrookmerland,26759,Niedersachsen
2902868,Südeichsfeld,99976,Thüringen
2902868,Südeichsfeld,99988,Thüringen
447255,Süderau,25361,Schleswig-Holstein
1149240,Süderbrarup,24392,Schleswig-Holstein
1460233,Suderburg,29556,Niedersachsen
447964,Süderdeich,25764,Schleswig-Holstein
966769,Süderdorf,25782,Schleswig-Holstein
1428587,Süderende,25938,Schleswig-Holstein
1149337,Süderfahrenstedt,24890,Schleswig-Holstein
1709452,Südergellersen,21394,Niedersachsen
1156125,Süderhackstedt,24852,Schleswig-Holstein
1156125,Süderhackstedt,24992,Schleswig-Holstein
939489,Süderhastedt,25727,Schleswig-Holstein
962282,Süderheistedt,25779,Schleswig-Holstein
1403981,Süderhöft,25876,Schleswig-Holstein
372322,Süderholz,18516,Mecklenburg-Vorpommern
1418485,Süderlügum,25923,Schleswig-Holstein
1405170,Südermarsch,25813,Schleswig-Holstein
1405170,Südermarsch,25840,Schleswig-Holstein
2398912,Südharz,06536,Sachsen-Anhalt
4447328,Südheide,29303,Niedersachsen
4447328,Südheide,29320,Niedersachsen
4447328,Südheide,29345,Niedersachsen
2414809,Südliches Anhalt,06369,Sachsen-Anhalt
2414809,Südliches Anhalt,06386,Sachsen-Anhalt
2414809,Südliches Anhalt,06388,Sachsen-Anhalt
162731,Südlohn,46354,Nordrhein-Westfalen
1461202,Sudwalde,27257,Niedersachsen
356750,Sugenheim,91438,Bayern
356750,Sugenheim,91484,Bayern
62450,Suhl,98527,Thüringen
62450,Suhl,98528,Thüringen
62450,Suhl,98529,Thüringen
62450,Suhl,98530,Thüringen
62450,Suhl,98711,Thüringen
1460232,Suhlendorf,29562,Niedersachsen
449929,Sukow,19079,Mecklenburg-Vorpommern
2020636,Sukow-Levitzow,17168,Mecklenburg-Vorpommern
422730,Sülfeld,23845,Schleswig-Holstein
422730,Sülfeld,23867,Schleswig-Holstein
1250475,Sulingen,27232,Niedersachsen
1152681,Sülm,54636,Rheinland-Pfalz
1451594,Sülstorf,19077,Mecklenburg-Vorpommern
2458466,Sulza,07751,Thüringen
943740,Sulz am Neckar,72172,Baden-Württemberg
414856,Sulzbach,65843,Hessen
540065,Sulzbach,56379,Rheinland-Pfalz
1245105,Sulzbach,55758,Rheinland-Pfalz
395352,Sulzbach am Main,63834,Bayern
404652,Sulzbach an der Murr,71560,Baden-Württemberg
391361,Sulzbach-Laufen,74429,Baden-Württemberg
1028552,Sulzbach-Rosenberg,92237,Bayern
1184877,Sulzbach/Saar,66280,Saarland
1253783,Sulzbachtal,67734,Rheinland-Pfalz
957730,Sulzberg,87477,Bayern
271658,Sulzburg,79295,Baden-Württemberg
387528,Sulzdorf a.d.Lederhecke,97528,Bayern
934455,Sulzemoos,85254,Bayern
934455,Sulzemoos,85259,Bayern
75589,Sülzetal,39171,Sachsen-Anhalt
387531,Sulzfeld,97633,Bayern
659838,Sulzfeld,75056,Baden-Württemberg
2247389,Sülzfeld,98617,Thüringen
282347,Sulzfeld am Main,97320,Bayern
318259,Sulzheim,97529,Bayern
1248403,Sulzheim,55286,Rheinland-Pfalz
383590,Sulzthal,97717,Bayern
966628,Sünching,93104,Bayern
157395,Sundern,59846,Nordrhein-Westfalen
371524,Sundhagen,18519,Mecklenburg-Vorpommern
2903169,Sundhausen,99947,Thüringen
1446665,Süpplingen,38373,Niedersachsen
1446658,Süpplingenburg,38376,Niedersachsen
941744,Surberg,83362,Bayern
1474251,Surwold,26903,Niedersachsen
382407,Süsel,23701,Schleswig-Holstein
2792112,Süßen,73079,Baden-Württemberg
2010636,Sustrum,49762,Niedersachsen
1169363,Suthfeld,31555,Niedersachsen
172208,Swisttal,53913,Nordrhein-Westfalen
1318358,Sydower Fließ,16230,Brandenburg
20680,Syke,28857,Niedersachsen
1147134,Sylt,25980,Schleswig-Holstein
956147,Syrgenstein,89428,Bayern
1149333,Taarstedt,24893,Schleswig-Holstein
1256021,Taben-Rodt,54441,Rheinland-Pfalz
941603,Tacherting,83342,Bayern
941675,Taching am See,83373,Bayern
548604,Tackesdorf,24797,Schleswig-Holstein
548604,Tackesdorf,25585,Schleswig-Holstein
915421,Täferrot,73527,Baden-Württemberg
962641,Tagmersheim,86704,Bayern
410496,Talheim,74388,Baden-Württemberg
1231985,Talheim,78607,Baden-Württemberg
1466111,Talkau,21493,Schleswig-Holstein
1258418,Talling,54426,Rheinland-Pfalz
2801687,Tambach-Dietharz,99897,Thüringen
405808,Tamm,71732,Baden-Württemberg
1284746,Tangerhütte,39517,Sachsen-Anhalt
1284746,Tangerhütte,39579,Sachsen-Anhalt
1284739,Tangermünde,39590,Sachsen-Anhalt
443706,Tangstedt,25499,Schleswig-Holstein
444300,Tangstedt,22889,Schleswig-Holstein
454866,Tann,36142,Hessen
957064,Tann,84367,Bayern
2179222,Tanna,07922,Thüringen
536591,Tannenberg,09468,Sachsen
1059455,Tännesberg,92723,Bayern
915559,Tannhausen,73497,Baden-Württemberg
2801212,Tannheim,88459,Baden-Württemberg
1334100,Tantow,16307,Brandenburg
962450,Tapfheim,86660,Bayern
1355681,Tappenbeck,38479,Niedersachsen
548593,Tappendorf,24594,Schleswig-Holstein
406332,Tarbek,24619,Schleswig-Holstein
965609,Tarmstedt,27412,Niedersachsen
1963383,Tarnow,18249,Mecklenburg-Vorpommern
1149295,Tarp,24963,Schleswig-Holstein
310412,Tasdorf,24536,Schleswig-Holstein
1149287,Tastrup,24943,Schleswig-Holstein
2395916,Tastungen,37339,Thüringen
1395342,Tating,25881,Schleswig-Holstein
401806,Tauberbischofsheim,97941,Baden-Württemberg
162672,Tauberrettersheim,97285,Bayern
445118,Taucha,04425,Sachsen
1384802,Tauche,15848,Brandenburg
1322806,Tauer,03185,Brandenburg
536184,Taufkirchen,82024,Bayern
934755,Taufkirchen,84416,Bayern
940961,Taufkirchen,84574,Bayern
412432,Taunusstein,65232,Hessen
414482,Taura,09249,Sachsen
2778422,Tautenburg,07778,Thüringen
2778426,Tautendorf,07646,Thüringen
2778429,Tautenhain,07639,Thüringen
1255964,Tawern,54456,Rheinland-Pfalz
548512,Techelsdorf,24220,Schleswig-Holstein
449911,Techentin,19399,Mecklenburg-Vorpommern
155574,Tecklenburg,49545,Nordrhein-Westfalen
2179223,Tegau,07907,Thüringen
964615,Tegernheim,93105,Bayern
935954,Tegernsee,83684,Bayern
1322804,Teichland,03185,Brandenburg
2792898,Teichwitz,07570,Thüringen
941760,Teisendorf,83317,Bayern
941760,Teisendorf,83364,Bayern
942025,Teising,84576,Bayern
959153,Teisnach,94244,Bayern
2393877,Teistungen,37339,Thüringen
1451558,Teldau,19273,Mecklenburg-Vorpommern
152290,Telgte,48291,Nordrhein-Westfalen
1269730,Tellig,56858,Rheinland-Pfalz
966778,Tellingstedt,25782,Schleswig-Holstein
447979,Teltow,14513,Brandenburg
1255969,Temmels,54441,Rheinland-Pfalz
1334111,Temmen-Ringenwalde,17268,Brandenburg
1302396,Temnitzquell,16818,Brandenburg
1302382,Temnitztal,16845,Brandenburg
1334098,Templin,17268,Brandenburg
2785260,Tengen,78250,Baden-Württemberg
1124271,Teningen,79312,Baden-Württemberg
1124271,Teningen,79331,Baden-Württemberg
423041,Tensbüttel-Röst,25767,Schleswig-Holstein
406356,Tensfeld,23824,Schleswig-Holstein
1253982,Teschenmoschel,67806,Rheinland-Pfalz
279236,Tespe,21395,Niedersachsen
449890,Tessenow,19376,Mecklenburg-Vorpommern
393342,Tessin,18195,Mecklenburg-Vorpommern
1451513,Tessin b. Boizenburg,19258,Mecklenburg-Vorpommern
1481613,Testorf-Steinfort,23936,Mecklenburg-Vorpommern
1397063,Tetenbüll,25882,Schleswig-Holstein
1157801,Tetenhusen,24817,Schleswig-Holstein
1996944,Teterow,17166,Mecklenburg-Vorpommern
1021747,Tettau,96355,Bayern
1314272,Tettau,01945,Brandenburg
958098,Tettenweis,94167,Bayern
2783824,Tettnang,88069,Baden-Württemberg
2783824,Tettnang,88079,Baden-Württemberg
962125,Teublitz,93158,Bayern
2405054,Teuchern,06682,Sachsen-Anhalt
956655,Teugn,93356,Bayern
961858,Teunz,92552,Bayern
1389622,Teupitz,15755,Brandenburg
1021743,Teuschnitz,96358,Bayern
2406635,Teutschenthal,06179,Sachsen-Anhalt
556107,Thaden,25557,Schleswig-Holstein
933961,Thaining,86943,Bayern
1332263,Thale,06502,Sachsen-Anhalt
1251031,Thaleischweiler-Fröschen,66987,Rheinland-Pfalz
1258415,Thalfang,54424,Rheinland-Pfalz
443255,Thalhausen,56584,Rheinland-Pfalz
536010,Thalheim/Erzgebirge,09380,Sachsen
1246587,Thallichtenberg,66871,Rheinland-Pfalz
422920,Thallwitz,04808,Sachsen
964617,Thalmassing,93107,Bayern
158565,Thalmässing,91177,Bayern
2396265,Thalwenden,37318,Thüringen
1444918,Thandorf,19217,Mecklenburg-Vorpommern
963832,Thannhausen,86470,Bayern
961857,Thanstein,92554,Bayern
455470,Tharandt,01737,Sachsen
1292742,Thedinghausen,27321,Niedersachsen
1015104,Theilenhofen,91741,Bayern
163739,Theilheim,97288,Bayern
1246591,Theisbergstegen,66871,Rheinland-Pfalz
1059450,Theisseil,92637,Bayern
393343,Thelkow,18195,Mecklenburg-Vorpommern
1273308,Themar,98660,Thüringen
387769,Theres,97531,Bayern
536631,Thermalbad Wiesenbad,09488,Sachsen
444320,Theuma,08541,Sachsen
5818676,Thiendorf,01561,Sachsen
445865,Thierhaupten,86672,Bayern
2778431,Thierschneck,07774,Thüringen
1022891,Thiersheim,95707,Bayern
1022875,Thierstein,95199,Bayern
1184606,Tholey,66636,Saarland
1387434,Thomasburg,21401,Niedersachsen
1256944,Thomm,54317,Rheinland-Pfalz
2778490,Thonhausen,04626,Thüringen
1182306,Thörlingen,56291,Rheinland-Pfalz
1255911,Thörnich,54340,Rheinland-Pfalz
2006849,Thuine,49832,Niedersachsen
393350,Thulendorf,18184,Mecklenburg-Vorpommern
536587,Thum,09419,Sachsen
557141,Thumby,24351,Schleswig-Holstein
383673,Thundorf i.UFr.,97711,Bayern
335434,Thüngen,97289,Bayern
181163,Thüngersheim,97291,Bayern
544237,Thür,56743,Rheinland-Pfalz
2389090,Thüringenhausen,99713,Thüringen
